Name,Metric,Area(um^2),Power(uW),Delay(ns)
adder32_27-1-1,0.016532,47.08,nan,nan
adder32_27-2-0,0.246020,52.93,nan,nan
adder32_27-2-1,0.016532,48.68,nan,nan
adder32_28-0-0,0.246020,51.34,nan,nan
adder32_28-0-1,0.016532,44.69,nan,nan
adder32_28-1-0,0.244481,47.35,nan,nan
adder32_28-1-1,0.016886,42.83,nan,nan
adder32_28-2-0,0.244480,48.94,nan,nan
adder32_28-2-1,0.016886,44.42,nan,nan
adder32_29-0-0,0.244480,44.95,nan,nan
adder32_29-0-1,0.016886,40.43,nan,nan
adder32_29-1-0,0.244669,40.96,nan,nan
adder32_29-2-0,0.244669,42.56,nan,nan
adder32_30-0-0,0.244669,38.57,nan,nan
adder32_30-1-0,0.274922,36.18,nan,nan
adder32_30-2-0,0.274922,37.77,nan,nan
adder32_31-0-0,0.274922,33.78,nan,nan
adder32_31-1-0,0.299192,30.59,nan,nan
adder32_31-2-0,0.299192,32.19,nan,nan
adder32_32-0-0,0.299192,28.20,nan,nan
adder32_32-1-0,0.313338,24.21,nan,nan
adder32_32-2-0,0.313338,25.27,nan,nan
adder32_33-0-0,0.313338,21.81,nan,nan
